Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
T1,10/08/18,Ankaragucu,Galatasaray,1,3,A,1,2,A,3,12,1,4,15,9,2,4,2,2,0,0,4.5,4,1.72,4.6,3.9,1.65,4.35,3.85,1.7,4.25,3.7,1.73,4.62,3.97,1.77,4,4,1.7,4.33,4,1.73,34,4.89,4.42,4.09,3.85,1.82,1.71,30,1.7,1.64,2.29,2.2,18,1,1.69,1.64,2.34,2.23,4.39,3.89,1.83
T1,11/08/18,Fenerbahce,Bursaspor,2,1,H,2,1,H,7,6,2,3,12,15,4,4,3,3,0,0,1.36,5,7.5,1.33,5,7.75,1.4,4.65,6.9,1.36,4.5,7.5,1.38,5.13,8.28,1.35,4.8,7,1.4,4.8,7.5,36,1.44,1.37,5.35,4.76,9.5,7.42,31,1.66,1.6,2.35,2.27,18,-1.5,2.21,2.11,1.78,1.72,1.35,5.46,9.11
T1,11/08/18,Rizespor,Kasimpasa,2,3,A,1,0,H,8,14,5,6,13,14,3,6,2,1,0,0,2.3,3.4,3,2.4,3.1,2.9,2.35,3.35,2.85,2.3,3.3,2.8,2.44,3.52,2.89,2.3,3.5,2.7,2.38,3.4,2.88,35,2.5,2.33,3.64,3.36,3.05,2.86,30,1.86,1.77,2.11,2,17,0,1.77,1.72,2.19,2.11,2.03,3.85,3.56
T1,11/08/18,Sivasspor,Alanyaspor,1,0,H,0,0,D,12,9,5,3,13,16,4,7,1,3,0,0,2.25,3.25,3.2,2.15,3.4,3.1,2.15,3.5,3.05,2.15,3.4,3.1,2.18,3.77,3.17,2.1,3.7,2.9,2.2,3.5,3.13,35,2.3,2.18,3.77,3.46,3.3,3.08,32,1.8,1.73,2.17,2.06,18,-0.25,1.98,1.91,1.97,1.91,1.95,3.74,3.95
T1,12/08/18,Besiktas,Akhisar Belediyespor,2,1,H,2,0,H,13,8,4,4,17,16,12,3,3,6,0,0,1.4,5,6.5,1.33,5.25,7.5,1.43,4.5,6.3,1.4,4.4,7,1.42,4.9,7.5,1.4,4.75,6,1.4,4.75,7,36,1.47,1.41,5.25,4.62,8.7,6.69,31,1.64,1.57,2.38,2.32,18,-1,1.7,1.66,2.3,2.2,1.44,4.85,7.49
T1,12/08/18,Buyuksehyr,Trabzonspor,2,0,H,1,0,H,15,8,5,0,16,15,9,2,2,2,0,0,1.8,3.6,4.5,1.72,3.6,4.5,1.85,3.5,3.95,1.85,3.5,3.9,1.92,3.45,4.38,1.85,3.6,3.7,1.83,3.7,4.1,36,1.97,1.84,3.74,3.5,4.7,4.03,30,1.85,1.77,2.13,2,17,-0.75,2.21,2.11,1.78,1.73,1.86,3.78,4.31
T1,12/08/18,Goztep,Yeni Malatyaspor,1,3,A,0,1,A,10,6,4,3,11,11,4,0,4,5,2,1,1.95,3.3,4,1.95,3.4,3.6,1.95,3.35,3.75,1.95,3.3,3.6,1.99,3.49,3.98,1.95,3.4,3.5,1.95,3.5,3.75,36,2.1,1.96,3.63,3.33,4,3.72,32,2.02,1.95,1.9,1.82,17,-0.5,2.03,1.97,1.89,1.85,2.11,3.26,3.96
T1,12/08/18,Konyaspor,Erzurum BB,3,2,H,2,1,H,16,6,9,4,11,14,4,7,1,2,0,0,1.75,3.5,4.75,1.75,3.6,4.25,,,,1.75,3.4,4.4,1.8,3.66,4.71,1.73,3.6,4.33,1.75,3.6,4.75,34,1.89,1.77,3.77,3.51,4.75,4.44,30,2.05,1.98,1.88,1.8,17,-0.75,2.07,2,1.88,1.82,1.75,3.72,5.17
T1,13/08/18,Kayserispor,Antalyaspor,2,0,H,1,0,H,8,4,5,1,16,8,6,2,0,2,0,1,1.95,3.4,3.9,1.87,3.4,4,1.87,3.4,3.95,1.91,3.25,3.9,1.92,3.63,4.11,1.83,3.6,3.75,1.91,3.4,4.1,35,2.03,1.91,3.63,3.4,4.13,3.9,30,2.16,2.05,1.81,1.74,16,-0.5,1.96,1.91,1.96,1.91,1.8,3.48,5.25
T1,17/08/18,Trabzonspor,Sivasspor,3,1,H,3,1,H,10,12,8,3,12,19,8,5,1,4,0,0,1.75,3.75,4.5,1.83,3.4,4.1,1.8,3.5,4.2,1.8,3.5,4,1.82,3.63,4.81,1.8,3.6,3.9,1.8,3.75,4.2,39,1.89,1.8,3.83,3.57,4.84,4.36,36,1.82,1.76,2.11,2.03,18,-0.75,2.09,2.04,1.85,1.79,1.82,3.7,4.68
T1,18/08/18,Antalyaspor,Konyaspor,3,3,D,1,2,A,12,10,9,4,17,19,7,3,1,5,0,1,2.87,3.1,2.54,2.65,3.1,2.65,2.7,3.2,2.55,2.7,3.1,2.5,2.81,3.36,2.58,2.62,3.25,2.5,2.75,3.3,2.55,39,2.87,2.71,3.49,3.21,2.67,2.55,36,2.13,2.04,1.84,1.75,19,0,2.03,1.95,1.9,1.85,3.02,3.49,2.4
T1,18/08/18,Bursaspor,Kayserispor,0,0,D,0,0,D,9,4,2,0,11,12,6,4,2,2,0,0,2.5,3.2,2.87,2.3,3.2,3,2.5,3.05,2.85,2.45,3,2.8,2.6,3.1,3,2.45,3.1,2.8,2.45,3.25,2.88,39,2.61,2.46,3.38,3.1,3.1,2.89,36,2.22,2.14,1.77,1.68,19,0,1.83,1.77,2.2,2.06,2.53,3.26,3.01
T1,18/08/18,Yeni Malatyaspor,Fenerbahce,1,0,H,0,0,D,14,13,2,4,14,9,2,3,2,0,0,0,5,3.5,1.72,4.4,3.4,1.8,4.2,3.5,1.8,4.2,3.4,1.8,4.61,3.53,1.85,4,3.5,1.8,4.33,3.6,1.8,39,5,4.4,3.7,3.46,1.92,1.8,36,2,1.93,1.94,1.85,18,0.75,1.82,1.77,2.14,2.06,4.9,3.92,1.74
T1,19/08/18,Akhisar Belediyespor,Rizespor,1,1,D,0,1,A,8,24,3,10,18,14,4,3,0,1,1,0,2.1,3.1,3.75,2.1,3,3.7,2.1,3.2,3.45,2.15,3.1,3.3,2.17,3.3,3.61,2.1,3.25,3.25,2.1,3.3,3.5,38,2.29,2.13,3.49,3.22,3.75,3.4,34,2.19,2.06,1.82,1.73,18,-0.25,1.89,1.83,2.06,1.98,2.12,3.53,3.59
T1,19/08/18,Alanyaspor,Ankaragucu,0,2,A,0,0,D,19,5,5,4,19,15,6,2,3,6,1,1,2,3.3,3.8,2.05,3.25,3.5,2,3.55,3.3,2.05,3.5,3.25,2.1,3.7,3.43,2,3.6,3.2,2.05,3.6,3.4,38,2.18,2.05,3.78,3.53,3.8,3.31,32,1.69,1.63,2.29,2.22,18,-0.25,1.85,1.8,2.09,2.02,2.06,3.72,3.58
T1,19/08/18,Erzurum BB,Besiktas,1,3,A,1,0,H,10,10,3,6,11,7,9,9,0,3,0,0,6,3.8,1.57,5.75,3.75,1.57,5.2,3.95,1.57,5.25,3.9,1.57,5.68,4.13,1.61,,,,5.75,4,1.57,38,6,5.34,4.3,3.91,1.65,1.58,34,1.8,1.74,2.17,2.05,20,1,1.86,1.8,2.06,2.01,6.27,4.6,1.53
T1,19/08/18,Galatasaray,Goztep,1,0,H,1,0,H,11,9,5,2,13,14,6,6,4,2,0,0,1.25,5.5,12,1.25,5.25,11.5,1.22,6,10.5,1.22,5.8,13,1.22,6.79,13.95,1.18,6.5,11,1.22,6.25,12,38,1.26,1.21,7.21,6.2,13.95,11.44,32,1.5,1.44,2.85,2.67,18,-1.75,1.9,1.83,2.05,1.98,1.31,5.81,10.5
T1,20/08/18,Kasimpasa,Buyuksehyr,2,1,H,0,0,D,13,15,3,5,18,16,5,2,0,3,0,0,4.2,3.75,1.8,4.25,3.4,1.83,4.1,3.65,1.77,4,3.6,1.8,4.38,3.81,1.82,4,3.7,1.75,4.3,3.7,1.8,38,4.46,4.15,3.9,3.67,1.89,1.78,34,1.82,1.73,2.12,2.05,18,0.75,1.86,1.79,2.09,2.02,4.18,3.81,1.88
T1,24/08/18,Rizespor,Erzurum BB,0,0,D,0,0,D,9,11,2,3,9,20,4,7,1,1,0,0,1.64,3.6,5.75,1.62,3.75,5,1.67,3.9,4.45,1.67,3.7,4.75,1.68,4.18,5.04,,,,1.67,4,4.75,35,1.76,1.67,4.29,3.94,5.75,4.62,29,1.71,1.62,2.39,2.25,19,-1,2.28,2.17,1.72,1.69,1.7,4.05,5.06
T1,25/08/18,Ankaragucu,Trabzonspor,2,2,D,1,1,D,15,9,6,7,11,12,5,9,2,2,0,0,3.4,3.25,2.14,3.2,3.2,2.2,3,3.4,2.2,3.1,3.4,2.1,3.18,3.52,2.26,2.88,3.5,2.2,3,3.4,2.3,37,3.4,3.11,3.64,3.41,2.34,2.2,33,1.78,1.71,2.2,2.09,18,0.25,1.95,1.87,2.02,1.94,2.67,3.46,2.7
T1,25/08/18,Goztep,Fenerbahce,1,0,H,0,0,D,5,9,1,1,16,16,4,5,2,1,0,0,4.75,3.5,1.75,4.75,3.5,1.7,4.25,3.55,1.77,4.5,3.6,1.7,4.73,3.53,1.83,4,3.4,1.83,4.3,3.5,1.85,37,5.14,4.41,3.67,3.48,1.92,1.8,34,1.85,1.78,2.07,1.99,17,0.75,1.84,1.79,2.09,2.03,3.78,3.62,2.03
T1,25/08/18,Kayserispor,Yeni Malatyaspor,0,0,D,0,0,D,13,6,5,2,15,13,4,6,2,1,0,0,2.04,3.1,4,2.1,3.1,3.6,2.05,3.15,3.7,,,,2.12,3.26,3.84,2,3.2,3.6,2.05,3.2,3.9,35,2.2,2.06,3.4,3.19,4,3.69,30,2.31,2.23,1.69,1.63,17,-0.5,2.12,2.05,1.85,1.78,2.42,3.24,3.23
T1,26/08/18,Besiktas,Antalyaspor,2,3,A,1,3,A,28,7,10,5,15,19,12,1,2,7,0,0,1.2,6.5,13,1.22,6,11,1.2,6,12.5,1.22,5.75,12,1.21,6.72,15.55,1.2,6,11,1.22,6.5,12,37,1.27,1.21,7.03,6.17,15.55,11.84,31,1.5,1.44,2.75,2.65,18,-2,2.23,2.11,1.85,1.73,1.24,6.65,12.85
T1,26/08/18,Konyaspor,Bursaspor,1,1,D,1,1,D,16,12,6,4,18,14,11,6,2,3,0,0,1.8,3.4,4.75,1.87,3.25,4.2,1.8,3.5,4.2,1.91,3.3,3.9,1.84,3.79,4.24,1.75,3.7,4,1.83,3.5,4.3,37,1.95,1.84,3.83,3.51,4.75,4.13,34,2.05,1.99,1.87,1.79,17,-0.5,1.88,1.84,2.05,1.99,1.95,3.57,4.12
T1,26/08/18,Sivasspor,Kasimpasa,0,3,A,0,1,A,31,9,3,6,8,9,7,2,0,3,0,0,1.95,3.3,4,2.05,3.25,3.5,1.97,3.6,3.4,2,3.5,3.4,2.02,3.77,3.58,1.95,3.7,3.25,2,3.5,3.6,37,2.11,1.98,3.79,3.55,4,3.49,32,1.67,1.61,2.33,2.25,17,-0.5,2.04,1.99,1.89,1.83,2.23,3.71,3.16
T1,27/08/18,Buyuksehyr,Akhisar Belediyespor,3,1,H,1,1,D,19,9,6,2,9,14,6,2,2,4,0,0,1.44,4.5,6.5,1.36,4.4,8.25,1.45,4,7,1.4,4.33,7,1.41,4.53,9.17,1.44,4.33,6,1.44,4.5,7,37,1.47,1.41,4.79,4.38,9.17,7.17,31,1.69,1.63,2.29,2.2,18,-1.25,2.02,1.95,1.92,1.86,1.45,4.56,8.13
T1,27/08/18,Galatasaray,Alanyaspor,6,0,H,1,0,H,17,4,9,1,12,7,4,1,0,1,0,0,1.25,5.75,11,1.22,5.75,12,1.27,5.6,8.9,1.25,5.5,10,1.25,6.03,13.28,1.25,5.8,8.5,1.25,6,10.5,36,1.3,1.25,6.57,5.82,14,10.3,30,1.45,1.4,3,2.81,18,-1.75,2.03,1.95,1.94,1.86,1.33,5.45,10.58
T1,31/08/18,Yeni Malatyaspor,Konyaspor,0,1,A,0,1,A,11,6,3,4,9,23,3,1,2,4,0,0,2.2,3.2,3.5,2.25,3.1,3.2,2.2,3.1,3.25,2.25,3.1,3.2,2.32,3.2,3.44,2.25,3.25,3.25,2.25,3.2,3.3,38,2.39,2.25,3.33,3.14,3.5,3.3,33,2.29,2.2,1.72,1.64,21,-0.25,1.99,1.92,1.95,1.9,2.38,3.14,3.39
T1,01/09/18,Akhisar Belediyespor,Sivasspor,1,1,D,0,0,D,22,11,6,4,19,17,5,1,1,3,0,0,2,3.5,3.6,2.05,3.4,3.4,2,3.5,3.35,2.05,3.4,3.25,2.08,3.61,3.53,2.05,3.6,3.4,2.1,3.5,3.4,45,2.2,2.05,3.74,3.52,3.65,3.41,40,1.79,1.73,2.22,2.1,26,-0.25,1.86,1.8,2.11,2.05,2.84,3.57,2.5
T1,01/09/18,Alanyaspor,Goztep,1,0,H,0,0,D,9,10,2,2,16,12,5,8,2,2,0,0,2.45,3.3,2.8,2.4,3.4,2.7,2.45,3.4,2.65,2.45,3.4,2.62,2.52,3.54,2.78,2.5,3.6,2.62,2.55,3.4,2.7,36,2.65,2.49,3.62,3.42,2.82,2.68,33,1.76,1.7,2.2,2.11,19,-0.25,2.25,2.16,1.75,1.69,2.47,3.49,2.92
