Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
SC1,25/08/18,Ayr,Dunfermline,4,1,H,3,0,H,E Anderson,7,15,4,2,9,13,3,4,0,3,0,0,2.9,3.3,2.4,2.55,3.3,2.4,2.65,3.25,2.35,2.75,3.2,2.4,2.73,3.66,2.5,2.62,3.7,2.45,2.8,3.4,2.5,40,2.9,2.7,3.7,3.37,2.5,2.4,37,1.97,1.88,1.94,1.85,17,0,2.08,2,1.9,1.79,3.05,3.52,2.38
SC1,25/08/18,Dundee United,Partick,3,1,H,1,0,H,D Munro,9,8,6,3,8,11,3,3,2,2,0,0,2.5,3.4,2.7,2.4,3.4,2.5,2.4,3.2,2.65,2.45,3.2,2.75,2.53,3.54,2.75,2.4,3.6,2.75,2.5,3.4,2.8,40,2.53,2.42,3.6,3.35,2.8,2.67,37,1.98,1.88,1.93,1.85,17,0,1.85,1.8,2.07,1.99,2.22,3.56,3.28
SC1,25/08/18,Falkirk,Queen of Sth,0,3,A,0,2,A,S Reid,3,27,0,11,18,8,2,10,2,0,0,0,2.3,3.4,3,2.25,3.25,2.8,2.25,3.25,2.75,2.3,3.25,2.87,2.38,3.6,2.92,2.3,3.7,2.8,2.38,3.5,2.9,40,2.45,2.31,3.7,3.37,3,2.81,37,1.96,1.85,1.97,1.88,16,-0.25,2.1,2.03,1.77,1.73,2.4,3.51,3.01
SC1,25/08/18,Inverness C,Alloa,2,2,D,1,1,D,B Cook,17,6,7,4,16,8,10,3,2,0,0,1,1.5,3.75,7.5,1.44,4,6,1.42,4.1,6.2,,,,1.47,4.6,7.11,1.44,4.75,6.5,1.45,4.75,6.5,40,1.5,1.44,4.8,4.24,7.5,6.39,37,1.81,1.74,2.09,2.01,16,-1,1.8,1.73,2.14,2.06,1.46,4.7,7.41
SC1,25/08/18,Morton,Ross County,2,1,H,0,0,D,G Aitken,6,8,3,2,12,15,4,8,1,3,0,0,3,3.4,2.3,2.7,3.25,2.3,3.05,3.15,2.15,,,,3.2,3.48,2.28,3.1,3.5,2.2,3.13,3.4,2.3,40,3.23,3.03,3.5,3.29,2.4,2.22,37,2.1,2.01,1.82,1.74,16,0,2.33,2.23,1.72,1.63,4.17,3.49,1.97
SC1,01/09/18,Alloa,Dundee United,1,1,D,0,0,D,A Muir,10,8,3,3,11,18,6,6,1,3,0,0,4.75,3.8,1.7,4,3.5,1.75,4.2,3.6,1.67,4.33,3.6,1.73,4.51,3.92,1.78,4.33,4,1.73,4.6,3.9,1.73,39,4.75,4.28,4,3.71,1.79,1.72,32,1.8,1.72,2.1,2.02,17,0.75,1.94,1.87,2.01,1.92,4.35,3.7,1.88
SC1,01/09/18,Dunfermline,Inverness C,0,3,A,0,0,D,D Robertson,14,8,3,5,8,12,9,1,3,2,0,0,2.3,3.4,3,2.3,3.25,2.7,2.25,3.15,2.85,2.3,3.2,2.9,2.4,3.39,3.05,2.38,3.4,2.9,2.3,3.4,3.1,38,2.41,2.29,3.45,3.28,3.1,2.9,34,2.03,1.93,1.9,1.81,16,-0.25,2.06,1.99,1.87,1.81,2.04,3.66,3.71
SC1,01/09/18,Partick,Morton,1,0,H,0,0,D,B Cook,13,6,5,4,12,9,10,5,3,2,0,0,1.85,3.6,4,1.75,3.5,4,1.8,3.3,3.95,1.87,3.3,3.9,1.92,3.47,4.37,1.95,3.5,3.8,1.87,3.6,4.2,39,1.96,1.85,3.6,3.41,4.37,4.01,35,2.07,1.96,1.86,1.78,16,-0.75,2.23,2.12,1.75,1.69,2.23,3.13,3.8
SC1,01/09/18,Queen of Sth,Ayr,5,0,H,4,0,H,C Steven,13,7,9,3,9,13,2,1,3,4,0,1,2.14,3.75,3,2,3.6,3,2.1,3.35,3,2.2,3.3,3,2.23,3.66,3.15,2.2,3.7,3,2.05,3.75,3,38,2.27,2.15,3.75,3.48,3.15,2.99,34,1.83,1.77,2.06,1.97,17,-0.25,1.98,1.91,1.94,1.88,2.24,3.81,3.11
SC1,01/09/18,Ross County,Falkirk,2,0,H,0,0,D,N Walsh,17,5,7,3,9,13,8,4,2,3,0,0,1.5,4.6,5.5,1.53,3.75,5.25,1.47,3.95,5.6,1.5,4,6,1.51,4.33,6.75,1.5,4.4,6,1.5,4.33,6.5,38,1.53,1.49,4.6,4.14,6.75,5.82,31,1.81,1.73,2.1,2.01,16,-1,1.9,1.84,2.02,1.94,1.53,4.22,7
