Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
D2,10/08/18,Paderborn,Regensburg,2,0,H,1,0,H,14,13,5,3,16,16,12,12,1,4,0,0,2,3.6,3.5,2.05,3.5,3.5,2,3.3,3.6,1.95,3.5,3.4,2.03,3.58,3.82,2.05,3.6,3.3,2,3.8,3.5,39,2.1,2.01,3.8,3.55,3.82,3.47,35,1.75,1.67,2.29,2.18,16,-0.5,2.04,1.99,1.89,1.84,1.98,3.95,3.65
D2,10/08/18,St Pauli,Darmstadt,2,0,H,0,0,D,16,18,3,3,13,13,2,1,3,3,0,0,2.2,3.25,3.3,2.25,3.2,3.3,2.15,3.3,3.2,2.2,3.1,3.25,2.37,3.08,3.5,2.3,3.1,3.2,2.25,3.2,3.4,38,2.37,2.24,3.3,3.12,3.55,3.33,36,2.31,2.17,1.72,1.67,17,-0.25,2,1.92,1.96,1.9,2.19,3.18,3.82
D2,11/08/18,Bielefeld,Dresden,2,1,H,2,0,H,16,12,5,4,17,18,4,2,1,3,0,0,2.2,3.4,3.2,2.25,3.4,3.1,2.2,3.2,3.2,2.15,3.25,3.1,2.28,3.23,3.42,2.25,3.3,3.1,2.2,3.4,3.25,38,2.33,2.22,3.4,3.27,3.42,3.19,35,1.97,1.87,1.97,1.91,19,-0.25,1.96,1.91,1.98,1.92,2.35,3.47,3.14
D2,11/08/18,Duisburg,Bochum,0,2,A,0,0,D,28,5,7,2,12,12,7,3,3,1,0,1,2.45,3.25,2.87,2.5,3.25,2.8,2.5,3.2,2.75,2.5,3.2,2.7,2.62,3.24,2.92,2.45,3.4,2.7,2.55,3.4,2.75,38,2.68,2.51,3.45,3.23,2.92,2.77,36,1.99,1.91,1.95,1.87,19,0,1.88,1.83,2.06,2,2.76,3.25,2.76
D2,12/08/18,Erzgebirge Aue,Magdeburg,0,0,D,0,0,D,12,9,3,0,15,10,7,4,1,0,0,0,2.37,3.25,3,2.35,3.2,3.1,2.2,3.2,3.2,2.45,3,2.87,2.58,3.14,3,2.4,3.1,3,2.5,3.2,3,35,2.63,2.44,3.25,3.08,3.2,2.96,30,2.31,2.26,1.67,1.61,18,-0.25,2.19,2.09,1.81,1.75,2.47,3.17,3.25
D2,12/08/18,Holstein Kiel,Heidenheim,1,1,D,1,1,D,7,16,4,4,11,15,4,8,3,2,1,0,1.6,3.75,5.75,1.62,4.1,5,1.6,3.7,5.4,1.61,3.7,4.8,1.68,3.75,5.55,1.67,3.8,4.8,1.67,3.8,5.25,36,1.71,1.64,4.1,3.76,5.75,5.06,34,1.84,1.78,2.08,2.01,19,-1,2.3,2.16,1.77,1.7,1.81,3.81,4.69
D2,12/08/18,Sandhausen,Hamburg,0,3,A,0,2,A,11,7,2,4,11,16,5,2,2,1,0,0,3.3,3.3,2.2,3.5,3.25,2.15,2.9,3.3,2.3,3.2,3.1,2.2,3.37,3.33,2.26,3.1,3.3,2.25,3.2,3.3,2.3,37,3.5,3.25,3.4,3.21,2.31,2.22,34,2.21,2.1,1.8,1.71,18,0.25,1.99,1.9,2,1.92,2.96,3.35,2.54
D2,13/08/18,FC Koln,Union Berlin,1,1,D,1,0,H,18,10,5,4,14,17,9,3,2,1,0,0,1.6,3.8,5.75,1.67,3.8,5,1.7,3.6,4.7,1.67,3.6,5,1.66,3.79,5.77,1.65,3.8,5,1.67,3.8,5.4,37,1.7,1.65,3.92,3.71,5.77,5.1,34,1.91,1.85,1.99,1.92,19,-1,2.25,2.16,1.75,1.69,1.63,4.06,5.77
D2,24/08/18,Bochum,Sandhausen,1,0,H,0,0,D,16,9,7,1,6,12,7,5,0,0,0,0,1.95,3.5,3.8,1.91,3.3,4.2,2,3.3,3.6,1.95,3.2,3.75,1.97,3.49,4.19,1.95,3.4,3.8,1.95,3.5,4,38,2.03,1.95,3.5,3.28,4.4,4.01,33,2.37,2.23,1.71,1.62,16,-0.5,2.03,1.95,1.93,1.88,2.14,3.34,3.74
D2,24/08/18,Darmstadt,Duisburg,3,0,H,0,0,D,10,15,4,5,16,12,4,5,0,2,0,0,2.1,3.25,3.5,2.2,3.25,3.4,2.3,3.2,3,2.2,3.2,3.2,2.15,3.39,3.68,2.05,3.4,3.4,2.15,3.4,3.4,38,2.3,2.16,3.4,3.23,3.68,3.42,34,2.19,2.09,1.77,1.71,17,-0.25,1.91,1.85,2.04,1.97,2.44,3.33,3.11
D2,25/08/18,FC Koln,Erzgebirge Aue,3,1,H,1,1,D,18,8,7,1,12,16,7,0,1,4,0,0,1.4,4.75,7,1.44,4.33,7.5,1.4,4.5,7,1.44,4.2,7.5,1.43,4.44,8.48,1.4,4.5,7.5,1.4,4.75,7.5,40,1.46,1.41,4.75,4.44,8.48,7.5,38,1.89,1.81,2.05,1.98,20,-1,1.74,1.68,2.23,2.18,1.41,4.7,9.07
D2,25/08/18,Greuther Furth,Paderborn,2,2,D,0,0,D,13,17,5,4,10,14,2,8,1,3,0,1,2.75,3.1,2.62,2.7,3.3,2.6,2.7,3.2,2.55,2.55,3.2,2.62,2.78,3.41,2.57,2.62,3.3,2.6,2.75,3.25,2.63,40,2.78,2.69,3.41,3.22,2.8,2.59,38,1.97,1.9,1.95,1.88,20,0,1.99,1.94,1.94,1.88,3.03,3.53,2.38
D2,25/08/18,Magdeburg,Ingolstadt,1,1,D,1,1,D,16,8,2,2,13,24,6,1,3,3,0,0,3.1,3.3,2.3,3,3.25,2.4,3,3.15,2.3,3,3.2,2.3,3.04,3.36,2.41,2.9,3.3,2.38,3.1,3.3,2.38,38,3.16,3.02,3.37,3.21,2.42,2.34,35,2.11,2.04,1.82,1.76,18,0,2.26,2.17,1.75,1.69,3,3.28,2.53
D2,26/08/18,Dresden,Heidenheim,1,3,A,0,2,A,23,15,4,5,11,20,8,4,3,3,0,0,2.1,3.4,3.4,2.1,3.3,3.5,2.05,3.3,3.4,2.1,3.25,3.25,2.14,3.35,3.63,2.15,3.3,3.3,2.15,3.4,3.4,37,2.21,2.1,3.49,3.31,3.65,3.38,35,1.92,1.86,1.99,1.91,17,-0.25,1.9,1.84,2.04,1.98,2.19,3.48,3.45
D2,26/08/18,Regensburg,Holstein Kiel,0,0,D,0,0,D,18,16,3,1,13,7,4,4,1,1,0,0,2.7,3.4,2.5,2.75,3.3,2.55,2.65,3.45,2.4,2.65,3.4,2.4,2.79,3.51,2.5,2.7,3.4,2.45,2.75,3.5,2.5,39,2.9,2.69,3.6,3.37,2.64,2.48,33,1.68,1.64,2.27,2.2,19,0,2.05,1.98,1.89,1.84,2.92,3.69,2.37
D2,26/08/18,Union Berlin,St Pauli,4,1,H,2,0,H,11,11,5,4,17,11,1,5,1,3,0,0,2.2,3.3,3.3,2.15,3.3,3.4,2.1,3.25,3.35,2.2,3.2,3.1,2.15,3.3,3.67,2.2,3.25,3.25,2.2,3.3,3.4,39,2.25,2.15,3.41,3.24,3.67,3.35,37,2.07,1.99,1.85,1.79,18,-0.25,1.94,1.87,2.03,1.96,2.09,3.5,3.72
D2,27/08/18,Hamburg,Bielefeld,3,0,H,1,0,H,10,18,5,4,17,10,5,8,1,1,0,0,1.8,3.6,4.33,1.8,3.7,4.25,1.8,3.5,4.2,1.8,3.5,4.2,1.81,3.67,4.67,1.8,3.6,4.2,1.85,3.6,4.33,40,1.88,1.8,3.72,3.55,4.88,4.24,37,1.87,1.79,2.07,1.99,17,-0.75,2.16,2.06,1.82,1.76,1.63,4.25,5.42
D2,31/08/18,Ingolstadt,Erzgebirge Aue,3,2,H,1,1,D,12,11,5,3,20,17,4,3,3,0,0,0,1.64,3.8,5,1.67,3.7,5.25,1.7,3.6,4.7,1.67,3.5,5,1.71,3.56,5.96,1.67,3.7,5,1.7,3.8,5,36,1.74,1.68,3.8,3.57,5.96,5.26,33,2.12,2.03,1.83,1.76,14,-1,2.36,2.27,1.68,1.63,1.68,3.74,5.9
D2,31/08/18,Paderborn,Bochum,2,2,D,0,1,A,20,5,7,2,11,16,6,3,2,4,0,0,1.95,3.5,3.8,2.05,3.4,3.6,2.2,3.3,3.1,2,3.3,3.5,2.07,3.56,3.71,2.05,3.6,3.3,2.05,3.6,3.5,37,2.2,2.04,3.6,3.44,3.8,3.53,34,1.98,1.88,2,1.89,16,-0.25,1.81,1.77,2.14,2.06,2.11,3.6,3.56
D2,01/09/18,Bielefeld,Regensburg,5,3,H,3,2,H,20,14,10,6,14,12,4,7,3,2,0,0,2.04,3.4,3.6,2.05,3.4,3.6,2.2,3.2,3.2,2.1,3.4,3.2,2.18,3.36,3.6,2.1,3.5,3.25,2.15,3.5,3.3,39,2.2,2.1,3.5,3.37,3.65,3.39,36,1.84,1.78,2.11,2.01,19,-0.25,1.9,1.85,2.05,1.98,2.22,3.58,3.3
D2,01/09/18,Duisburg,Greuther Furth,0,1,A,0,1,A,17,20,4,8,17,19,6,6,2,4,0,0,2,3.4,3.75,2,3.4,3.75,2.2,3.2,3.2,2,3.3,3.5,2.03,3.41,4.04,2.05,3.3,3.6,2.05,3.4,3.75,39,2.2,2.01,3.5,3.34,4.04,3.73,37,1.95,1.86,1.98,1.92,19,-0.5,2.04,1.99,1.89,1.85,1.83,3.64,4.75
D2,02/09/18,Heidenheim,Darmstadt,0,1,A,0,1,A,16,17,5,8,11,11,7,6,1,2,0,0,2.25,3.5,3,2.35,3.2,3.1,2.3,3.3,2.9,2.3,3.2,3,2.42,3.22,3.17,2.38,3.3,2.9,2.3,3.5,3,36,2.57,2.32,3.5,3.21,3.3,3.06,32,2.1,2.02,1.86,1.77,17,0,1.73,1.67,2.35,2.2,2.5,3.35,2.98
D2,02/09/18,Sandhausen,Union Berlin,0,0,D,0,0,D,9,9,3,4,14,15,5,2,2,3,0,0,2.5,3.2,2.8,2.6,3.2,2.75,2.6,3.2,2.6,2.55,3.1,2.7,2.71,3.1,2.87,2.5,3.25,2.75,2.6,3.3,2.75,36,2.77,2.59,3.3,3.1,2.89,2.76,32,2.21,2.11,1.76,1.71,18,0,1.89,1.86,2.03,1.97,3.06,3.17,2.55
D2,02/09/18,St Pauli,FC Koln,3,5,A,2,2,D,24,12,8,8,15,20,12,2,1,2,0,0,3.75,3.4,2,3.7,3.4,2,3.3,3.3,2.1,3.6,3.3,2,4.13,3.36,2,3.5,3.5,2,3.8,3.5,2,37,4.13,3.72,3.53,3.34,2.1,1.99,34,2.01,1.94,1.93,1.84,18,0.5,1.9,1.85,2.03,1.98,3.52,3.59,2.13
D2,03/09/18,Holstein Kiel,Magdeburg,2,1,H,0,0,D,10,10,5,4,16,13,4,2,2,2,0,0,1.83,3.6,4.2,1.83,3.4,4.6,1.8,3.5,4.2,1.85,3.4,3.9,1.9,3.41,4.54,1.91,3.4,4,1.9,3.6,4.1,37,1.93,1.85,3.6,3.41,4.87,4.22,34,1.93,1.86,1.99,1.92,18,-0.75,2.18,2.11,1.78,1.72,2.13,3.44,3.66
